CustomerID,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
122,604,France,Female,50,2,118071.67029849922,1,1,1,42896.618836765156,0
123,720,France,Male,39,4,87251.11621266895,2,1,0,94859.85544920182,0
124,579,France,Male,48,7,0.0,1,1,1,177060.71464907943,0
125,679,France,Female,54,2,119456.25529535173,1,1,0,159998.7513099207,1
126,759,Germany,Male,34,4,206412.29352626836,2,1,0,118364.49683603187,1
127,600,Spain,Male,38,9,0.0,2,0,0,163654.74122519515,0
128,621,France,Female,61,0,149705.84396325337,1,0,0,39037.22668036308,0
129,654,Spain,Male,54,1,221385.30609440533,2,0,0,47034.6798414595,0
130,624,France,Male,23,2,0.0,2,1,0,49684.31039581817,1
131,572,Germany,Female,43,0,53981.407525374925,2,1,0,157442.57552532063,1
132,653,France,Female,40,10,195346.39016846634,2,1,1,179283.4458625547,0
133,596,Spain,Female,48,10,0.0,2,1,0,116938.9008836701,1
134,673,Spain,Male,32,8,0.0,2,1,0,192014.6086997783,1
135,604,Germany,Female,31,8,100717.4201366164,2,1,0,148325.7477290375,0
136,727,Spain,Male,33,4,104200.48294485231,1,1,1,117099.92842964349,0
137,610,Germany,Female,34,3,0.0,1,1,1,126202.20010201854,0
138,633,Spain,Male,48,4,158426.43326408244,1,1,1,171411.4891168193,0
139,690,Germany,Male,28,3,107430.74952150145,2,0,1,27134.334409969884,0
140,588,Spain,Female,33,4,0.0,1,1,1,41923.32252969312,0
141,661,Germany,Male,22,6,238951.6559980658,1,1,0,60596.046917265514,1
142,715,France,Male,50,10,37171.52238637489,2,0,0,180007.4126381574,1
143,569,Germany,Female,52,7,59851.72521392594,2,1,1,189539.5445129245,0
144,659,France,Male,36,1,241006.88958077328,2,0,1,77672.40420904577,0
145,662,Germany,Male,37,3,239757.96364652898,1,0,1,185532.8729421362,0
146,689,France,Male,44,7,0.0,1,1,1,113901.08218375829,0
147,588,Germany,Female,54,6,44826.11611007157,1,1,0,99922.01139396428,1
148,583,France,Female,44,8,111060.43224126876,1,1,0,168225.28880662398,0
149,676,France,Female,33,4,21932.390197112585,1,1,0,113755.85300831145,0
150,664,France,Female,23,5,167176.84774843362,1,1,0,96351.63678489733,0
151,662,Spain,Female,28,10,28599.045198818127,1,1,0,13033.065811363585,0
152,667,France,Female,40,7,0.0,2,0,0,12450.555856742561,0
153,615,France,Female,33,10,126444.86469012381,1,1,1,129242.36602364766,0
154,661,Germany,Female,41,4,239868.79266642436,1,1,0,23949.216860914064,1
155,664,Germany,Male,34,8,112431.0246551583,2,1,0,150019.60865989001,1
156,614,France,Male,29,3,95555.47807853227,2,1,0,128244.87802548034,0
157,743,France,Male,28,7,249509.61172054862,2,1,0,96968.61121530933,1
158,673,France,Male,55,2,137672.55058700402,1,1,0,144862.69219122047,0
159,590,Spain,Female,48,4,0.0,3,1,0,198683.55544919524,1
160,682,France,Male,57,7,0.0,2,1,1,56807.78699017887,0
161,601,France,Male,45,9,56790.27904804252,2,1,0,115840.5830279795,0
162,689,France,Male,35,6,0.0,1,0,0,170142.62217936592,0
163,707,France,Male,53,0,115325.2067603214,1,1,0,13206.231862554323,0
164,608,Spain,Male,39,3,0.0,2,1,0,48666.58245347733,1
165,698,France,Female,42,1,0.0,2,1,0,108982.14467037904,0
166,670,France,Female,39,1,0.0,2,1,0,114926.74473717507,0
167,691,France,Male,18,6,132083.99864505502,2,1,0,26403.320169947972,1
168,744,France,Male,56,2,23999.985348352402,4,1,1,87411.6098766184,0
169,637,France,Male,44,2,46898.56686014943,2,0,1,108759.1040173744,1
170,612,Spain,Male,43,5,0.0,3,1,0,90365.3827739655,0
171,605,Spain,Female,39,5,140285.28424752137,1,1,1,143113.2886027207,0
172,609,Spain,Male,41,0,0.0,1,1,0,156559.13884242982,0
173,646,Spain,Female,34,0,176341.0621046975,2,0,0,97449.70765878764,0
174,667,Germany,Male,46,10,24832.688818968338,2,1,0,90875.34828924152,0
175,663,France,Female,26,5,187329.8144911295,1,0,1,144019.09744936333,0
176,691,Spain,Female,41,6,0.0,2,1,0,115507.44818855329,0
177,650,Spain,Female,45,8,166258.95417982063,2,0,1,175383.49485665408,0
178,722,Spain,Male,38,3,0.0,1,1,1,101417.76876878786,0
179,636,Germany,Male,43,9,31111.787443133857,2,1,1,119122.22037771094,0
180,786,France,Female,30,5,184427.33256526422,2,1,0,34472.988596734576,0
181,681,Spain,Male,30,2,42805.19673373191,2,1,0,168839.47595053777,1
182,607,Germany,Male,42,10,91481.41774524252,2,1,0,90235.50501992251,1
183,596,Spain,Female,46,3,236258.8608401519,1,0,1,146622.02562997112,0
184,674,France,Male,21,8,130690.11463819363,2,0,1,91601.72232541487,0
185,638,France,Female,45,0,242182.3436999233,2,1,1,10192.323650015865,0
186,685,France,Male,34,4,31341.390132817014,1,0,1,86077.9475506164,0
187,673,Spain,Male,38,10,124613.58389516322,1,0,1,38025.41706492753,0
188,646,France,Female,26,6,0.0,2,1,0,85736.86506731671,1
189,607,France,Female,31,2,161250.46297582836,2,1,1,71055.34864325538,0
190,574,Spain,Female,49,1,28889.68032844393,1,0,1,48484.00194836425,0
191,627,France,Female,40,10,0.0,1,1,0,33516.69846159208,0
192,692,Spain,Male,36,1,72119.2744166273,1,1,0,148426.63222738713,0
193,660,France,Male,38,0,189698.52439947598,1,0,1,153423.45743693705,1
194,587,Spain,Male,44,4,49350.90851633794,2,1,0,60349.52599125992,0
195,658,Germany,Female,44,2,213191.69279033627,2,0,1,104086.14269619557,0
196,669,Spain,Male,39,10,41656.94531939221,1,0,0,98173.48001744392,1
197,605,Spain,Male,50,6,18458.667776837523,2,0,0,77497.03850083034,0
198,657,France,Male,49,0,104810.90055272028,2,0,1,62751.06454138343,0
199,652,France,Female,44,8,0.0,1,1,1,45346.03110952181,0
200,592,France,Female,40,1,0.0,2,0,0,175849.5978130421,1
201,667,Germany,Male,46,7,34412.42656951097,2,1,1,168329.37265489544,0
202,678,Spain,Male,43,9,0.0,1,1,1,89264.08794497614,0
203,704,France,Female,50,3,84918.80655845568,1,1,1,147028.2387402346,0
204,702,Germany,Female,48,5,182147.58813417205,2,1,1,104683.09565585155,1
205,581,France,Female,29,8,58002.54146640721,1,1,1,26222.820405618382,0
206,603,Spain,Female,29,6,120417.2786075591,1,0,0,166254.1966041797,0
207,675,Spain,Male,32,7,73669.57065974029,3,1,1,51661.59336267872,0
208,675,France,Female,49,6,118366.77157098085,2,1,0,144295.32703834723,1
209,675,France,Male,24,1,0.0,2,1,0,110205.61333388151,1
210,842,France,Female,43,8,0.0,1,1,1,141202.594264755,0
211,678,Germany,Male,43,0,133785.34904169367,2,1,0,99528.58058755289,1
212,706,Germany,Male,51,1,232809.24249305224,2,0,1,143486.61821062746,0
213,697,France,Female,41,2,0.0,2,1,0,16234.385059566383,0
214,682,France,Male,26,2,67674.72426861594,1,0,1,17762.05842917329,0
215,634,France,Male,30,9,157313.5362821041,1,1,1,180304.59339094686,0
216,687,Germany,Male,28,3,159111.28821202938,2,1,1,152441.86303459585,1
217,611,Germany,Female,34,4,21169.60949559376,2,1,1,167408.8287777514,0
218,638,France,Female,38,5,155866.65097285542,2,0,0,96751.22351504969,0
219,625,Spain,Female,28,0,99864.67776376345,1,1,0,97332.90375774671,0
220,654,Germany,Male,54,7,189386.20607693418,2,1,1,111460.76675470387,1
221,765,France,Male,26,5,203945.3594908655,2,1,1,56295.78888437159,0
222,556,France,Male,53,9,142516.9166912888,2,0,0,149365.47471282663,1
223,684,Spain,Male,51,8,10409.20756054362,1,1,1,167596.3366461065,0
224,569,Spain,Female,48,4,0.0,2,1,0,182372.57760452526,0
225,626,France,Male,33,6,189731.50711982424,2,1,1,108236.43119134473,0
226,704,France,Male,43,10,69755.98389556342,2,1,1,88769.53608819495,0
227,653,France,Male,27,3,0.0,2,1,1,167877.3164255428,0
228,596,Germany,Female,49,5,0.0,1,0,0,153006.49821223118,1
229,614,France,Male,39,5,0.0,2,1,0,174781.9117447466,0
230,683,France,Female,35,3,0.0,1,1,0,134588.90091595764,0
231,613,Germany,Female,27,5,60605.149714722436,2,0,0,177829.52765984467,0
232,660,Germany,Male,18,7,0.0,1,0,0,26917.91654861104,1
233,652,France,Male,29,10,0.0,1,1,1,139116.69976024423,0
234,617,France,Male,51,4,156085.63100808513,2,0,0,26871.06681257215,0
235,757,Germany,Male,35,1,82797.54885703839,1,1,0,152292.45222576777,1
236,681,France,Female,38,8,0.0,2,0,1,129404.33532525858,0
237,548,France,Female,46,10,0.0,1,0,1,13038.484100499541,0
238,659,Spain,Female,58,3,153262.03257511702,2,1,0,123859.58735395447,1
239,616,France,Female,53,3,48262.28965319248,2,1,1,37793.16362614803,0
240,692,Germany,Female,30,10,162296.0318427986,1,0,1,37058.16975802326,0
241,610,Spain,Female,20,6,0.0,3,0,1,38587.97221475738,0
242,644,France,Female,63,9,0.0,1,1,1,101926.48442690006,0
243,675,France,Female,62,9,0.0,1,1,1,31948.84826605626,0
244,693,Germany,Female,41,5,0.0,1,1,0,33874.59220601828,0
245,589,Spain,Female,27,3,93937.50180255604,2,0,1,58671.91736543653,0
246,633,Spain,Male,49,5,241734.21239647796,1,1,1,10163.062527274446,0
247,626,Germany,Male,38,2,33089.37799902269,1,1,0,62400.05572189958,0
248,617,France,Male,38,6,185788.0278081535,2,1,0,127497.47569238623,0
249,738,Germany,Female,48,5,37439.19871908048,1,0,0,124298.40651311945,0
250,670,France,Male,43,2,75657.1776532658,1,0,1,194211.39315128277,0
251,586,France,Female,28,0,147001.80047730985,1,1,0,32729.715006157705,0
252,695,France,Female,36,9,0.0,1,0,1,174458.55297846004,0
253,756,France,Male,46,4,196050.7161362011,1,0,1,84326.05438035181,0
254,701,Spain,Female,45,9,157674.73773458542,1,1,0,83536.89471271267,1
255,574,France,Male,42,1,152467.52905133457,1,1,1,76274.06788862529,0
256,625,France,Female,49,6,228964.7408773932,1,1,0,33699.94097416211,1
257,713,France,Female,36,6,118518.58053019772,1,1,0,100915.95704880002,0
258,614,Spain,Male,41,3,64063.78688681321,2,1,0,159601.81417593264,1
259,672,Germany,Male,18,5,48829.26040567126,2,1,0,176332.15735806263,1
260,688,France,Male,35,0,105998.70323427995,1,1,0,192943.25904419893,0
261,603,France,Male,47,1,0.0,2,1,1,159205.57228308596,0
262,647,France,Male,36,5,20210.436383176217,2,1,1,128387.4240744061,0
263,487,Spain,Male,35,1,40972.81276225747,3,0,1,104531.41814413945,0
264,598,Germany,Female,29,10,35467.23042487346,1,1,1,176230.47780426522,1
265,637,Germany,Female,50,3,150460.0367323501,2,0,0,150507.58530305047,1
266,587,Germany,Female,45,3,68287.51612750391,1,1,0,40639.05343458769,0
267,731,France,Female,48,9,49902.26279233516,2,1,1,139684.59363127925,0
268,578,Spain,Male,22,8,152264.97273832536,1,1,1,91897.33360670226,0
269,627,Germany,Female,38,9,0.0,1,1,0,123201.9387101448,0
270,656,France,Female,37,6,89717.17994863944,1,1,1,180687.08592531152,0
271,722,France,Male,37,6,0.0,2,0,1,133988.40425944177,0
272,578,Germany,Female,33,10,33549.85916787045,2,1,1,188357.61418349322,0
273,708,Spain,Male,36,0,0.0,1,1,1,174610.23830017442,0
274,650,France,Male,48,10,90855.08447554547,1,0,0,34491.23772105508,0
275,600,Spain,Male,20,4,249401.3663616403,2,0,1,12213.863618001244,0
276,673,Spain,Female,57,2,244861.0614039477,2,1,0,83038.16764328745,0
277,659,France,Male,44,2,196917.62784059477,2,1,1,174412.69778815476,0
278,619,France,Female,39,5,14816.102897672012,2,0,0,53723.93861493206,0
279,653,France,Female,49,3,0.0,1,0,0,141365.98516090424,0
280,630,Germany,Female,25,7,30840.74090560276,1,1,0,100439.12015237202,0
281,655,France,Male,33,3,0.0,1,0,0,151754.7744815227,0
282,683,France,Male,38,7,199512.7006353767,1,1,0,41345.60700581187,0
283,729,Germany,Male,53,3,243361.69038296392,2,1,1,55427.29740684376,0
284,588,Germany,Female,39,2,156011.9087559509,1,0,0,56079.64920436668,0
285,756,France,Female,44,4,135321.47307624112,1,1,0,114208.50456656002,0
286,552,France,Male,34,4,134553.72542665302,1,1,1,65028.646982955106,0
287,642,France,Female,44,9,102747.60986904278,1,1,1,164227.2508385908,0
288,679,Germany,Male,56,9,122485.61613499383,2,1,0,75890.9016297922,0
289,664,Spain,Male,49,0,0.0,1,1,1,135561.71827017362,0
290,618,France,Female,39,7,233907.4258135065,1,1,0,190215.358358393,0
291,639,Spain,Female,46,7,0.0,2,1,1,125315.50635935595,0
292,625,Germany,Male,45,7,0.0,1,1,1,56009.16922063013,0
293,620,Germany,Female,45,9,217067.17871260014,1,0,0,167786.7678957407,0
294,692,Germany,Male,51,3,0.0,2,1,0,12383.078932398446,1
295,667,France,Male,51,8,0.0,1,1,1,58742.06067189802,0
296,615,France,Female,38,9,163497.72959969944,2,0,0,83623.19282407896,0
297,694,Germany,Male,46,2,117010.56205956226,2,1,1,47235.98365989524,0
298,665,Germany,Female,36,6,0.0,1,1,0,124763.43758241208,0
299,690,Germany,Male,30,5,0.0,1,0,0,116020.11721864782,0
300,681,France,Female,37,8,0.0,2,0,0,87234.34800336622,0
301,608,Spain,Female,39,3,21642.84880630893,1,0,1,65932.09486433506,0
302,621,Germany,Male,23,3,177200.0588562224,4,1,0,92442.37623878419,1
303,687,France,Female,48,5,211885.28921709931,1,1,0,65328.42877541972,0
304,680,France,Female,18,7,0.0,2,1,1,52039.11657288693,0
305,648,Spain,Male,67,2,146739.5754791896,2,1,0,76741.32513877582,0
306,655,Spain,Female,55,10,179813.06007490182,2,1,0,124443.76057065008,0
307,713,France,Male,37,7,113042.25695191736,1,1,0,133194.26277662197,1
308,620,Spain,Female,40,7,31926.81695413042,1,1,1,66495.96060208892,0
309,677,France,Male,43,6,240969.22103281162,1,1,1,190005.62690262037,0
310,639,France,Male,34,6,0.0,2,0,1,59772.25368434474,0
311,639,Spain,Male,41,4,169693.4169203242,1,0,0,145305.10093387638,0
312,704,Spain,Male,38,1,0.0,2,0,1,25481.210810619996,0
313,691,Germany,Female,39,1,0.0,1,0,1,136320.46375869226,1
314,690,Spain,Male,41,9,238659.18423820924,1,1,0,97390.26224518819,1
315,715,France,Female,26,7,200208.9342674376,1,1,0,118130.49048224512,0
316,651,Spain,Male,40,10,45783.49467265478,2,1,1,44973.80530763443,0
317,684,France,Female,41,5,0.0,2,0,0,92377.15403012991,0
318,634,France,Male,41,7,186856.3293212099,1,1,1,155592.79274585916,0
319,666,France,Female,37,2,0.0,2,1,0,155746.1182323007,0
320,643,France,Female,51,0,156728.81357429756,1,1,1,55135.632634003254,0
321,654,France,Male,36,5,0.0,2,0,0,76993.86227147552,0
322,679,France,Male,42,1,144498.76240374663,2,1,0,10724.575524499283,0
323,609,France,Male,52,8,0.0,1,0,1,27092.81312425344,0
324,754,France,Female,39,4,0.0,1,1,1,34078.76700326343,0
325,599,Germany,Female,42,4,142646.9653030685,1,1,1,65793.75192022101,1
326,589,France,Female,39,9,219865.30843857853,1,1,0,154212.94248106872,0
327,707,France,Female,52,7,184013.80006535054,2,1,0,106947.52510963751,0
328,689,Germany,Male,37,5,69892.57413162882,3,0,1,160595.54594492738,0
329,681,Spain,Male,52,2,223222.27412508565,2,0,0,153432.08444343822,0
330,681,Spain,Male,38,8,0.0,2,1,1,121556.25980645834,0
331,649,France,Male,31,9,155531.0748577681,1,1,1,104973.4382272549,0
332,605,Germany,Female,46,3,50555.5286133228,1,0,1,186950.9636943632,0
333,653,France,Female,36,9,0.0,2,1,1,118161.34229673886,0
334,616,France,Male,46,3,0.0,2,0,0,101736.55707698481,0
335,698,France,Female,18,1,0.0,2,0,1,175132.95381256886,0
336,642,Spain,Male,40,2,235780.58863480148,2,0,0,23573.355802938102,1
337,608,France,Female,35,3,0.0,1,1,1,134645.00070840179,0
338,633,France,Female,29,6,0.0,1,1,0,31475.177530350476,0
339,670,France,Female,34,2,127334.3542872982,2,1,0,165766.10929835986,0
340,621,Spain,Female,34,7,49340.12870646038,1,0,1,160606.57515943138,0
341,608,Germany,Female,39,7,170512.14376801628,2,0,1,105684.00650811684,0
342,662,France,Female,26,9,174188.86496941093,1,1,1,135598.38851633863,0
343,662,Germany,Male,43,10,0.0,1,0,1,156798.12134779128,0
344,624,Germany,Female,53,1,16598.399590616813,1,0,1,101827.73530310969,0
345,626,Germany,Male,42,3,0.0,2,1,0,182132.00361997218,1
346,661,France,Male,48,7,105946.61144173282,2,1,0,93035.70175913956,0
347,577,Spain,Male,50,0,50215.09865436845,1,1,1,179484.277882812,1
348,579,France,Male,52,0,56567.187577505,1,0,1,120721.36928119797,0
349,614,Germany,Male,58,3,103933.75945174469,2,1,1,90986.22014851272,0
350,639,France,Male,35,10,0.0,1,1,1,10778.531519394477,0
351,665,France,Female,32,1,193418.4436978356,1,1,1,66155.62490573025,0
352,723,France,Female,47,0,86739.61629437539,1,0,0,174905.0835449151,1
353,692,Germany,Female,47,7,238384.97654045158,1,1,1,91455.42992210209,1
354,642,France,Male,47,1,0.0,2,1,0,90079.02016306706,1
355,649,Spain,Male,58,3,119307.91471363364,1,0,0,102988.02940274982,0
356,599,France,Male,40,2,0.0,1,1,0,64397.7659892898,0
357,649,Germany,Female,44,1,108578.67228049405,1,1,1,103394.74125391932,0
358,635,Spain,Female,30,7,65918.09261102552,1,1,1,81394.99212361459,0
359,666,Germany,Female,61,2,0.0,4,0,1,182794.0807821775,0
360,608,Germany,Male,36,8,136695.1321704142,1,0,0,117153.68652734529,1
361,675,Germany,Male,36,9,136726.56417525304,2,1,0,168488.68413706069,0
362,726,France,Male,36,4,192816.8565310043,1,1,0,140506.07815950472,0
363,644,Spain,Female,33,8,0.0,2,1,0,50394.5669706586,1
364,670,France,Male,32,2,182031.5270329486,2,1,0,174856.465843169,0
365,684,Germany,Male,34,4,148742.0413044843,1,1,0,26581.451503819528,1
366,629,Germany,Male,26,9,240842.89708644027,2,1,0,95241.19350884896,1
367,661,France,Male,32,5,0.0,1,0,0,55439.53085108849,0
368,650,France,Female,59,8,0.0,1,1,0,112135.53030011887,0
369,654,France,Female,47,7,206954.21135158947,1,1,1,67009.42009451136,0
370,611,Spain,Male,49,1,163039.42830146966,1,0,1,147336.9892526785,0
371,651,Spain,Male,51,1,0.0,1,0,1,188014.55321922278,0
372,674,Germany,Female,58,4,30315.984305538565,1,0,1,144727.095860895,0
373,722,Germany,Female,22,4,0.0,1,1,0,77508.96968740305,1
374,697,Spain,Male,27,4,35664.655238978536,2,1,1,124013.29271501122,0
375,757,France,Female,31,3,145175.9940984417,1,1,1,178819.957441643,0
376,611,France,Female,35,7,0.0,1,1,0,61305.39405951206,0
377,693,Germany,Male,36,10,0.0,1,1,1,32458.905110271437,0
